no of sites,inc mat,freq breakdown,inacc cost,satisfaction,delay rate
78,62,39,41,79,72.838
46,85,35,80,37,68.917
37,69,78,47,59,70.69800000000001
40,57,94,85,56,80.899
92,57,58,61,68,81.80699999999999
60,93,55,86,62,86.72
93,45,95,43,42,77.405
75,65,48,37,92,77.25299999999999
73,32,80,80,87,85.749
93,37,40,35,90,71.84899999999999
36,40,38,81,72,65.06700000000001
52,53,89,55,39,70.152
70,75,46,42,37,65.735
69,52,57,43,40,63.54299999999999
61,36,57,63,52,65.503
91,42,76,35,87,80.63399999999999
37,65,40,57,99,72.67999999999999
38,34,55,33,60,53.631
56,40,60,45,56,62.607
58,61,68,79,41,74.754
68,71,59,70,83,85.52100000000002
98,79,68,47,52,83.74499999999999
91,39,70,43,76,77.687
45,37,67,66,67,68.719
92,59,96,75,98,102.31899999999999
32,64,50,86,54,69.688
52,48,56,93,70,77.709
48,68,42,79,100,82.15299999999999
99,73,87,77,54,94.939
96,99,87,100,60,107.616
47,83,66,75,70,83.10499999999999
84,57,36,59,46,68.627
100,88,81,65,90,103.28099999999999
94,85,32,56,47,76.419
67,75,78,75,49,83.77599999999998
66,96,81,65,59,89.41
93,69,62,81,68,90.81299999999999
48,37,41,63,80,65.55699999999999
73,85,36,71,34,72.773
90,92,57,34,44,77.178
47,64,91,99,84,93.831
49,63,55,46,36,60.647999999999996
63,64,98,72,37,81.335
64,53,65,57,31,65.726
71,54,74,57,91,84.56
44,91,79,83,72,89.937
32,56,30,66,37,53.831
75,36,57,57,62,69.883
46,79,47,72,33,67.457
68,52,30,67,72,70.38499999999999
74,52,46,58,93,78.699
86,93,99,93,45,101.284
73,57,80,61,50,78.167
79,94,49,52,92,89.186
88,55,62,36,33,66.67699999999999
33,100,93,81,57,88.726
61,69,30,70,95,79.203
79,44,72,84,53,80.819
90,40,89,58,90,89.39999999999999
97,89,34,97,60,91.75699999999999
50,35,76,74,74,75.29599999999999
94,41,67,73,39,76.394
89,73,53,63,93,90.376
99,80,57,51,70,86.929
69,93,91,67,37,86.94
91,62,81,38,92,88.68799999999999
82,90,89,71,38,90.083
76,99,67,33,37,75.98
72,32,56,32,69,63.577
99,31,85,54,48,77.144
67,84,48,75,95,89.922
86,79,83,71,71,94.98799999999999
49,71,88,97,70,91.375
39,43,77,65,42,64.803
91,53,98,99,53,95.908
45,77,92,38,55,74.83500000000001
48,72,38,80,38,67.20599999999999
50,98,58,56,51,76.26700000000001
67,62,51,85,94,87.471
42,36,78,72,49,67.481
83,72,75,38,99,89.44299999999998
87,66,63,80,82,92.06
95,100,66,63,43,89.338
55,36,80,34,53,62.861
69,87,70,58,96,92.61999999999999
51,86,47,55,100,82.65899999999999
97,59,93,87,66,97.873
43,100,78,32,79,80.969
95,42,33,94,62,79.322
49,74,88,32,54,72.39200000000001
57,97,81,98,98,105.04999999999998
51,98,93,76,81,97.259
78,91,77,36,75,86.991
66,38,77,75,100,86.75699999999999
67,81,93,55,38,81.345
86,77,70,55,91,92.33999999999999
76,68,74,90,90,96.96
89,39,49,72,47,72.021
84,40,52,95,93,88.64599999999999
45,36,56,81,73,70.906
91,61,85,76,75,94.489
32,65,98,45,62,73.641
48,75,77,53,93,84.368
33,83,76,72,55,77.75299999999999
34,89,99,90,34,84.3
51,91,100,100,49,95.25099999999999
58,58,73,94,47,80.357
92,44,92,33,63,78.902
81,100,43,43,36,73.763
66,96,53,47,41,73.794
79,51,50,93,91,88.656
32,30,48,80,80,65.816
34,64,100,82,36,76.99000000000001
56,74,37,56,39,63.799
97,52,37,52,86,78.89599999999999
96,50,63,43,36,70.07300000000001
30,32,54,36,41,47.037
87,67,91,37,48,80.35700000000001
43,92,48,37,53,66.542
82,42,34,64,32,61.78
33,53,45,36,36,49.466
32,51,99,75,63,78.00399999999999
60,69,96,32,90,84.606
69,51,85,52,82,82.608
51,80,30,86,36,68.9
50,84,88,93,94,99.697
99,54,47,48,47,71.781
33,64,55,75,75,73.622
72,82,100,80,86,102.34199999999998
84,83,88,95,78,104.247
48,35,77,54,76,70.686
30,53,37,79,59,62.872
95,63,36,71,76,83.019
85,47,92,58,35,77.155
81,87,49,63,62,83.285
67,32,86,33,46,64.295
73,99,38,35,62,74.789
47,44,91,68,98,84.848
62,40,57,46,85,70.675
37,47,48,67,56,62.135
35,43,44,64,48,57.01
86,35,63,96,59,82.50699999999999
78,36,60,30,48,61.349999999999994
71,38,55,33,42,58.183
63,79,58,76,78,86.252
93,74,65,67,95,95.97800000000001
64,33,55,63,64,67.949
38,89,79,76,95,91.93100000000001
72,75,75,59,57,82.32600000000001
68,92,78,91,36,88.869
51,87,62,78,53,80.63699999999999
75,83,37,56,80,80.638
92,86,63,62,98,97.696
36,62,94,62,66,78.012
36,100,59,93,33,78.192
66,34,71,56,43,65.735
87,64,58,70,81,87.67699999999999
31,97,73,84,49,81.399
75,34,64,80,89,83.30699999999999
87,71,52,81,51,83.244
76,91,59,56,62,83.79
58,32,43,55,50,57.951
81,82,70,36,62,80.628
74,74,70,61,62,83.05699999999999
63,87,64,63,69,84.304
61,63,48,89,33,71.55799999999999
41,54,90,38,83,74.62700000000001
50,30,51,30,45,50.179
44,88,90,58,93,90.959
70,38,64,44,65,68.445
75,73,99,59,98,98.465
79,34,46,46,86,70.886
34,33,89,97,96,85.087
56,71,86,98,38,84.98400000000001
94,42,60,74,79,84.973
37,35,52,92,74,70.66799999999999
39,56,46,39,79,63.158
33,43,31,41,34,44.334999999999994
84,72,72,67,54,84.97500000000001
64,75,80,49,48,76.975
42,54,56,79,50,68.451
42,78,54,73,97,83.876
40,51,43,85,98,77.281
43,57,84,45,66,71.915
93,83,50,65,47,82.268
66,49,81,60,54,75.502
89,88,81,73,36,89.333
77,99,33,52,94,86.508
78,93,56,52,32,75.708
66,65,62,37,79,75.306
35,57,30,81,90,71.431
40,94,33,62,98,79.744
38,55,58,79,74,74.095
70,85,47,97,35,81.294
69,66,72,67,58,80.86099999999999
56,69,37,93,62,77.205
50,32,96,56,83,77.275
70,39,93,32,44,67.704
30,56,100,64,39,70.431
45,48,67,68,49,67.479
97,76,51,91,82,96.665
77,52,91,100,42,88.11599999999999
37,94,44,82,52,75.292
48,62,80,75,31,72.08399999999999
82,45,76,94,68,88.87
82,94,41,69,87,90.866
68,87,57,46,44,73.55
91,69,36,63,53,75.93599999999999
43,75,96,98,75,94.31899999999999
48,80,57,52,60,72.38
49,68,99,36,95,84.62899999999999
88,97,85,49,99,101.86599999999999
73,74,76,69,84,91.613
63,61,96,81,88,94.797
31,36,68,99,55,70.41
80,73,35,41,55,69.14999999999999
38,48,89,39,48,63.861
50,31,59,57,51,60.406
54,78,87,62,67,84.809
79,59,54,70,58,77.91
71,64,40,33,79,69.932
41,100,68,83,53,84.068
47,36,87,71,38,67.949
99,52,88,51,82,90.601
100,93,47,35,63,82.3
78,56,69,59,51,76.208
98,93,55,86,73,98.61099999999999
48,84,96,43,84,86.565
81,31,42,83,37,66.648
97,72,86,75,96,103.77099999999999
89,81,61,86,60,91.784
34,80,62,84,42,73.578
85,51,46,58,63,73.767
57,58,50,43,43,61.129999999999995
49,34,98,35,54,65.801
34,71,34,77,36,61.379
75,60,83,62,74,86.238
84,58,88,42,64,81.838
92,78,55,67,38,80.307
66,86,79,41,47,77.71
53,77,81,96,97,98.471
80,68,58,68,52,79.368
91,62,68,48,96,88.92599999999999
32,86,69,86,45,77.487
88,84,92,49,100,100.647
75,82,68,57,58,82.81099999999999
69,97,65,82,95,99.42699999999999
68,48,90,56,82,83.82600000000001
64,70,36,46,85,73.35499999999999
40,95,51,90,31,74.769
38,48,34,51,88,63.157
73,97,43,56,40,75.234
80,85,63,40,58,79.40199999999999
38,76,76,65,81,81.924
72,42,51,30,93,70.191
79,42,88,32,63,74.049
67,97,67,37,100,89.721
30,93,65,54,65,74.859
35,76,73,65,63,76.056
93,84,64,65,97,98.178
70,63,47,51,59,70.628
68,35,43,68,65,67.937
74,47,33,59,95,75.03999999999999
35,41,83,93,62,76.515
90,64,44,83,97,92.066
66,48,99,56,55,78.92299999999999
44,59,50,75,41,65.514
31,61,75,65,38,65.791
73,55,95,66,93,93.089
67,56,53,74,34,69.122
32,33,72,54,38,55.796
93,59,33,68,73,79.363
44,69,81,48,34,67.242
62,61,71,76,97,89.445
68,50,52,33,96,72.883
86,68,100,96,69,102.03699999999999
35,89,75,70,33,73.581
44,85,35,39,82,69.495
72,85,91,34,33,76.71499999999999
64,55,84,72,58,81.10999999999999
46,48,76,82,45,72.33900000000001
88,76,37,92,72,88.864
43,90,59,34,50,67.274
99,40,56,73,55,78.59599999999999
30,87,82,64,59,78.503
58,30,32,51,48,53.317
47,99,57,52,48,73.834
37,95,70,76,48,79.44200000000001
64,89,41,94,39,79.60499999999999
82,74,73,34,68,80.634
40,81,67,99,58,84.059
45,100,78,84,45,85.75900000000001
50,54,83,33,92,76.08699999999999
68,95,64,63,67,86.976
56,98,96,37,62,85.06899999999999
77,76,30,85,86,86.22299999999998
42,43,47,91,52,66.97699999999999
82,39,87,92,97,96.70899999999999
99,60,85,93,60,96.637
58,85,80,70,42,81.59599999999998
87,67,47,54,58,76.202
89,53,52,58,78,80.362
47,65,36,87,67,73.574
95,94,84,33,92,96.981
86,36,87,39,49,72.306
56,41,49,57,100,73.863
50,100,62,52,89,86.06899999999999
96,53,49,84,76,87.15200000000002
57,83,39,95,42,76.93699999999998
56,30,47,84,36,61.572
67,62,88,46,86,85.062
48,70,96,52,36,73.576
97,75,92,67,44,91.28300000000002
60,53,83,36,78,75.56199999999998
52,97,90,84,35,87.199
96,73,58,97,50,91.017
49,86,57,75,90,87.02499999999999
100,31,66,80,62,82.49799999999999
74,74,69,71,92,92.59299999999999
73,69,63,44,63,76.00099999999999
90,50,59,79,79,86.92800000000001
74,87,97,72,96,103.82
46,97,49,55,84,80.701
86,66,91,56,65,88.65299999999999
92,37,54,42,91,76.96900000000001
66,76,73,67,81,88.45400000000001
61,79,100,85,83,99.428
72,54,69,92,68,86.452
35,87,81,66,44,76.28
57,43,30,89,50,65.483
38,88,60,68,31,69.427
64,61,92,92,48,86.936
89,46,40,76,65,76.91499999999999
90,79,47,41,32,70.327
55,51,84,63,30,68.90899999999999
65,63,60,51,32,65.97500000000001
81,56,80,73,55,84.0
36,61,51,82,74,74.09599999999999
56,86,71,75,63,85.52
83,88,66,89,98,103.299
60,73,50,32,62,67.49799999999999
37,41,82,80,70,75.55599999999998
94,57,59,93,60,88.351
99,46,74,33,90,83.307
66,83,92,89,94,103.329
60,96,59,59,88,88.23700000000001
51,84,35,72,64,74.554
86,88,61,30,75,82.833
62,92,59,58,78,85.05199999999999
77,44,81,93,98,95.743
64,60,48,35,80,69.945
36,96,80,84,75,90.44299999999998
94,42,82,66,99,93.29699999999998
52,60,38,41,62,61.649
43,80,74,67,46,75.533
99,37,69,58,87,85.231
84,56,45,36,62,68.91
88,99,96,71,64,101.809
35,63,70,39,53,63.384
52,73,73,95,63,86.72800000000001
77,47,42,54,94,76.50200000000001
61,35,52,58,72,67.72399999999999
45,71,63,59,59,72.378
50,38,73,76,83,77.987
57,98,85,32,93,89.00699999999999
67,91,60,45,52,76.733
79,67,90,67,90,95.75699999999999
55,82,93,77,67,91.136
32,99,58,99,54,83.339
64,73,64,99,78,92.083
91,97,57,30,69,83.793
33,60,33,49,47,54.1
87,74,68,95,82,98.87700000000001
94,82,47,85,68,91.539
88,52,81,53,69,83.532
40,33,35,37,96,58.783
83,50,54,54,79,77.93900000000001
33,79,79,73,74,82.407
99,72,45,86,45,84.429
44,36,59,48,64,61.172
92,89,62,44,33,77.885
90,44,66,45,75,77.93
39,82,31,59,87,72.66199999999999
84,68,45,82,62,83.016
98,43,57,52,30,68.10199999999999
36,47,62,62,32,58.214
40,83,48,45,78,71.689
76,70,32,35,87,73.1
54,59,84,51,47,71.868
42,60,55,40,44,58.724000000000004
81,54,98,72,55,87.66099999999999
49,74,61,90,56,80.388
61,34,49,30,54,55.53399999999999
49,33,39,70,72,64.076
100,49,85,72,90,96.442
89,77,36,36,53,70.84299999999999
86,88,90,41,85,95.032
57,88,89,75,37,84.272
80,68,50,33,40,65.971
100,43,50,32,99,78.92299999999999
52,87,64,55,40,72.593
65,66,35,30,42,57.95399999999999
97,68,99,74,75,100.57900000000001
70,48,59,30,99,74.59299999999999
71,36,58,52,69,69.65899999999999
78,34,80,57,54,73.773
34,69,45,59,88,71.941
76,83,68,92,45,88.617
82,80,50,95,48,86.409
36,65,59,73,57,70.672
88,52,93,62,42,82.03199999999998
38,30,90,47,73,67.782
94,72,56,38,86,84.28399999999999
92,53,95,51,61,85.714
70,48,54,33,79,69.202
52,84,64,38,41,67.975
92,34,40,79,43,70.05199999999999
69,44,44,84,80,78.182
66,43,61,58,72,73.082
41,64,88,94,77,88.717
90,100,65,86,57,96.903
86,92,79,42,38,82.052
100,74,51,58,60,83.494
31,53,87,78,54,73.846
87,49,45,67,50,72.52099999999999
60,55,70,56,49,70.633
79,91,63,35,98,89.209
43,68,33,59,43,59.922
76,82,55,66,81,87.703
91,53,95,76,61,91.547
32,91,93,95,50,87.975
91,64,70,31,71,79.646
35,35,83,67,49,65.548
47,84,35,68,73,74.81899999999999
46,81,89,79,98,95.81899999999999
38,36,59,47,100,68.297
40,65,76,84,52,77.236
96,43,38,82,88,84.482
33,62,81,32,45,61.678999999999995
82,94,62,44,58,82.80999999999999
61,41,64,72,40,67.678
76,37,63,81,46,73.745
100,84,56,55,62,86.91499999999999
65,30,85,57,94,80.67099999999999
66,77,67,83,88,92.837
90,62,96,74,61,93.25899999999999
44,36,100,77,92,85.083
89,62,57,82,61,85.445
74,38,64,92,86,86.22200000000001
98,78,56,38,70,82.79599999999999
35,55,36,73,74,66.54299999999999
50,39,34,68,95,69.711
86,84,77,77,44,89.58699999999999
50,80,30,43,53,62.373999999999995
45,67,44,84,59,72.84100000000001
87,74,77,39,93,90.16
57,94,78,50,46,79.182
79,67,96,56,76,91.118
33,37,30,43,92,57.323
34,64,30,79,68,67.021
40,62,82,67,67,77.512
40,32,96,59,35,63.824
45,61,74,41,30,61.143
91,52,61,34,70,75.006
97,56,78,37,93,87.946
76,90,92,73,34,88.869
68,71,59,74,77,85.023
81,49,51,30,66,67.46199999999999
31,96,38,41,31,57.756
98,32,40,98,91,87.393
52,39,90,83,76,82.849
77,44,96,64,31,75.941
87,52,99,34,66,82.33
44,88,94,71,36,81.12899999999999
61,90,95,37,70,86.043
57,49,37,73,32,60.357
73,41,47,83,43,69.842
46,32,30,35,63,50.2
74,81,100,55,52,88.17699999999999
67,83,40,84,53,79.62299999999999
58,40,65,97,89,85.032
42,96,57,69,53,77.248
89,72,72,87,59,92.27
94,71,62,33,55,76.69399999999999
72,81,55,42,61,75.75900000000001
81,70,63,36,60,75.502
67,68,31,53,58,67.45899999999999
78,64,72,66,64,83.77799999999999
65,90,56,57,78,84.315
95,39,93,82,53,88.109
81,87,62,87,83,97.434
75,56,34,85,64,76.445
50,53,35,89,30,62.549
31,71,55,31,46,57.04899999999999
83,92,100,52,56,93.28999999999999
60,84,31,85,46,74.505
54,40,72,88,78,80.89
64,48,40,71,76,72.833
79,40,31,67,75,71.098
37,95,81,82,38,81.134
74,69,64,59,93,87.482
43,89,56,48,72,75.09
63,85,72,84,99,98.22099999999999
68,65,72,76,74,86.482
80,75,90,80,71,96.455
68,58,80,63,85,86.262
95,95,71,96,99,111.077
69,51,47,73,33,66.434
93,39,70,55,78,81.577
86,97,51,98,70,97.888
39,34,51,97,55,67.22399999999999
91,66,32,95,50,81.269
49,53,57,49,40,60.405
71,86,81,54,73,88.93699999999998
84,97,83,89,86,106.945
46,45,39,58,43,56.257000000000005
53,88,44,99,89,90.89600000000002
57,56,50,37,88,70.209
50,63,95,79,63,85.284
70,82,91,69,84,96.499
59,35,87,86,67,81.35899999999998
96,67,78,63,35,82.496
80,73,55,98,30,81.756
82,98,57,88,39,88.60300000000001
68,96,77,52,61,86.249
35,46,81,70,34,64.798
52,63,92,76,94,91.902
52,70,65,85,95,89.45400000000001
87,80,47,64,94,90.624
98,45,55,77,79,86.182
78,90,73,43,33,77.18199999999999
92,87,48,51,83,87.93199999999999
37,45,52,69,47,60.903999999999996
59,92,86,66,46,85.01799999999999
77,66,71,90,91,96.227
83,47,76,83,81,90.112
86,31,43,34,30,54.48
97,97,73,43,51,87.898
91,67,97,92,40,94.19399999999999
46,76,59,82,69,80.903
47,94,81,85,83,95.064
93,44,43,100,85,88.85900000000001
59,36,40,35,53,54.312
66,72,36,82,44,73.03
58,91,98,39,85,90.45400000000001
40,48,83,97,93,88.0
76,72,99,93,62,97.90499999999999
52,54,96,35,74,75.81899999999999
67,30,46,32,90,64.58399999999999
55,94,56,30,65,73.125
87,74,71,41,56,80.11699999999999
58,41,48,67,43,62.568
98,68,75,86,35,88.081
83,77,43,85,40,79.82099999999998
68,34,77,68,46,71.334
100,49,72,57,79,86.92999999999999
63,69,42,97,41,75.94599999999998
35,43,96,51,88,76.339
33,89,37,31,43,56.798
84,49,64,93,70,87.649
42,40,43,31,42,48.239
55,87,69,48,100,87.538
51,74,35,91,85,81.876
40,78,43,64,78,73.866
84,51,61,79,91,89.148
42,44,47,67,50,60.898999999999994
81,95,65,94,85,102.309
86,97,56,58,70,89.388
96,60,55,71,35,77.12
66,89,74,77,93,97.24
80,54,33,65,81,76.22800000000001
77,75,71,33,69,79.18199999999999
82,71,35,34,41,64.015
32,45,71,89,85,78.5
97,94,60,53,85,94.754
62,87,38,70,51,75.009
37,75,63,41,73,70.474
78,85,94,80,97,105.75699999999999
83,89,76,75,51,91.066
60,56,73,78,39,74.505
58,84,67,33,47,70.41399999999999
100,49,36,97,81,88.356
86,35,60,81,43,74.21
93,83,41,46,70,81.08999999999999
63,38,72,75,84,80.89099999999999
38,94,58,44,87,78.291
40,86,67,99,64,86.749
46,94,53,48,48,70.424
63,78,96,55,56,84.78699999999999
34,87,100,87,100,99.49699999999999
85,72,91,75,52,91.30699999999999
98,59,91,59,67,91.06800000000001
62,66,35,68,93,78.957
35,79,41,39,64,62.907000000000004
43,99,35,98,62,82.106
39,95,75,37,99,84.16399999999999
45,64,75,42,94,78.042
35,80,93,37,95,82.94800000000001
79,67,55,66,82,85.014
34,98,64,100,31,79.651
53,64,58,38,83,72.16300000000001
92,66,84,97,86,103.505
89,80,61,52,49,80.583
80,66,59,79,70,86.207
49,96,70,40,83,82.417
95,48,35,32,45,62.043
50,49,39,80,91,75.30699999999999
99,52,80,38,44,76.17999999999999
69,46,44,54,42,62.07
91,92,70,62,46,87.886
98,30,80,69,62,82.51299999999999
86,34,36,73,64,71.311
61,62,98,87,56,88.663
59,79,62,46,83,80.195
99,39,70,78,74,87.63799999999999
47,35,47,30,32,46.512
82,81,45,47,92,84.549
45,79,98,81,46,85.03099999999999
87,83,99,48,64,92.80599999999998
94,53,31,66,88,80.842
94,33,99,69,90,93.773
52,77,59,73,94,86.537
94,49,42,58,48,70.806
31,74,86,80,42,76.27199999999999
62,54,78,38,91,78.741
66,78,31,73,33,68.392
60,83,53,65,92,86.039
90,72,45,96,52,86.396
72,70,87,70,67,89.15699999999998
71,43,73,94,46,79.598
31,91,82,86,71,88.00699999999999
88,64,92,91,43,92.008
82,63,49,87,98,92.32299999999998
65,60,80,65,53,78.67
45,57,35,32,100,65.614
51,85,74,97,73,92.594
34,86,99,38,41,72.64699999999999
57,53,39,94,71,76.479
58,53,30,100,45,69.613
39,35,74,71,91,75.582
36,82,45,67,79,75.336
30,65,48,65,73,68.512
71,56,54,71,71,78.67
83,71,77,82,38,85.434
70,67,53,74,86,85.27199999999999
54,67,68,42,70,73.364
46,57,83,78,77,83.111
68,76,47,44,83,77.495
32,72,49,68,98,77.80199999999999
55,33,100,44,99,80.709
57,50,85,71,61,78.93199999999999
61,47,79,41,37,64.534
99,85,65,55,80,93.523
33,94,68,39,69,73.896
91,88,51,39,50,77.665
43,66,40,66,55,65.78299999999999
39,97,61,90,96,93.38
59,39,62,67,75,73.578
40,65,50,67,88,75.58099999999999
30,61,40,33,38,49.233
75,68,86,52,44,79.142
35,47,59,32,57,56.075
42,74,31,38,44,55.798
42,54,42,30,68,57.538
98,98,86,66,78,103.75999999999999
84,45,94,96,68,94.232
96,85,87,32,71,90.37099999999998
90,64,80,75,68,91.80099999999999
34,70,82,75,36,72.36099999999999
46,77,90,61,63,82.138
54,51,59,99,58,78.175
35,53,32,55,51,55.07
88,30,57,32,88,71.86
51,64,55,48,50,65.292
92,52,69,71,89,90.846
67,80,83,34,53,77.23299999999999
37,44,89,70,50,70.666
96,48,56,34,64,72.55000000000001
72,90,37,34,63,72.109
77,74,31,33,68,68.93299999999999
35,57,84,43,94,76.353
92,38,69,56,32,69.82000000000001
77,74,68,78,92,94.77599999999998
91,95,66,91,40,93.219
76,62,34,49,76,72.343
30,75,55,74,84,77.542
69,38,79,87,93,89.172
58,65,58,73,83,82.12200000000001
72,82,53,68,70,84.03800000000001
43,83,67,72,92,87.042
52,82,39,64,57,71.625
33,83,78,80,63,82.145
35,82,61,70,95,83.64699999999999
63,44,71,52,80,75.542
36,55,88,39,70,70.231
37,65,62,42,31,57.742999999999995
31,77,39,39,30,52.633
88,90,65,68,44,86.42
43,79,46,62,38,65.282
85,69,44,71,68,82.05499999999999
74,91,85,84,33,89.349
63,32,77,69,59,73.064
46,33,31,91,70,66.011
50,86,35,92,67,80.39499999999998
92,92,47,82,78,95.21600000000001
53,57,76,56,35,67.46100000000001
32,52,78,71,57,70.682
39,76,48,69,69,73.366
84,68,70,45,35,73.51
77,81,68,66,41,81.073
86,72,99,85,32,91.031
66,74,90,77,43,85.234
32,67,69,41,73,68.776
67,100,97,31,94,94.845
98,93,87,96,64,106.644
59,95,39,60,40,71.354
98,82,88,100,52,102.23599999999999
77,30,73,43,37,63.28
95,82,77,55,80,94.751
70,55,71,61,76,81.127
68,59,75,85,92,92.34700000000001
63,73,87,70,73,89.18099999999998
67,73,37,31,49,62.592
86,86,49,94,79,95.949
61,49,31,38,39,53.071
94,99,35,52,65,84.005
71,36,47,63,77,71.60799999999999
42,52,45,57,89,69.488
37,78,84,52,99,85.37299999999999
50,73,51,43,51,65.3
40,62,42,51,38,56.759
60,74,98,52,75,87.499
59,86,96,72,88,97.742
30,31,83,52,75,66.087
36,93,60,65,53,74.824
52,79,48,49,56,69.199
39,66,31,49,74,63.14299999999999
95,49,31,77,47,72.73599999999999
75,91,74,49,62,85.50699999999999
74,92,38,50,66,77.948
39,43,48,90,63,68.947
86,40,86,94,77,93.26299999999999
52,50,51,86,57,72.091
80,96,43,34,34,69.868
94,54,94,91,65,96.898
49,94,85,80,83,95.309
74,64,44,65,46,71.325
30,56,31,88,82,69.962
73,65,39,42,35,61.82299999999999
45,89,35,56,59,69.209
70,56,59,56,40,68.408
53,59,93,60,35,73.069
82,95,92,57,31,86.918
52,91,93,60,64,87.74000000000001
97,94,58,51,63,88.39
34,79,87,40,40,68.252
58,71,68,79,67,83.564
97,90,71,39,38,81.545
38,43,62,40,31,52.131
69,32,77,30,93,73.369
81,72,71,60,71,86.469
65,71,59,64,43,73.537
50,68,67,96,79,87.723
60,79,100,72,71,93.08699999999999
80,94,58,46,57,81.59100000000001
62,45,62,55,83,74.81200000000001
53,87,52,53,54,72.851
43,87,74,57,37,72.606
87,94,64,67,47,87.402
47,38,100,32,95,76.09700000000001
60,69,60,45,34,65.261
34,83,76,74,97,88.771
86,63,32,72,55,74.963
39,41,58,93,94,79.223
48,38,67,84,66,73.818
62,74,64,99,41,82.778
48,67,100,45,66,79.469
33,78,44,84,90,80.21600000000001
57,61,62,58,41,67.945
47,69,53,65,71,74.332
33,63,47,42,48,56.791999999999994
64,98,70,100,84,101.36
61,52,90,31,46,68.213
42,53,64,70,88,77.282
77,66,93,46,32,76.44800000000001
84,72,88,95,36,91.273
47,50,58,30,64,60.696
59,33,65,78,94,80.174
61,64,54,100,50,80.104
47,53,80,80,54,76.496
73,49,35,94,36,69.824
37,38,67,85,61,70.174
55,88,46,33,91,76.32
56,59,47,41,49,61.384
45,53,39,53,47,57.732
32,42,38,86,92,70.702
80,73,39,91,80,88.40099999999998
48,63,67,43,40,63.584999999999994
49,93,72,57,80,85.56899999999999
69,95,55,52,81,85.779
94,99,34,34,82,83.55199999999999
40,59,40,66,35,58.449
36,53,93,70,94,84.376
63,32,35,80,32,58.873999999999995
58,57,37,92,88,80.888
52,60,38,42,43,57.236999999999995
47,50,92,93,70,85.77099999999999
98,56,68,40,64,79.372
60,36,57,75,51,67.932
91,33,79,76,91,90.113
82,38,46,77,44,69.831
62,73,83,80,32,80.348
47,84,71,91,46,82.57699999999998
41,50,53,87,92,78.735
54,71,94,85,87,95.298
59,90,88,100,56,95.73
36,82,33,66,43,63.345
83,40,55,37,66,68.42699999999999
45,48,71,100,78,83.336
63,61,31,61,95,75.792
42,82,84,94,66,89.67999999999999
81,85,99,37,34,81.81899999999999
74,59,71,68,40,75.952
74,46,78,80,60,82.304
80,42,71,97,84,91.08299999999998
35,49,76,45,64,65.58500000000001
81,41,65,51,34,66.18900000000001
57,98,82,63,63,88.458
100,43,62,44,50,72.762
93,46,82,39,98,87.225
54,83,80,85,71,90.89
45,48,60,96,69,77.47500000000001
91,46,45,64,34,68.108
94,85,46,34,70,80.124
62,99,44,90,61,86.71100000000001
84,60,65,45,66,77.933
88,58,85,69,73,90.84
38,63,95,47,72,76.809
78,30,79,93,76,86.691
94,70,48,98,63,90.78899999999999
39,39,78,40,32,55.54600000000001
36,81,53,54,36,63.35
63,53,94,34,99,83.631
47,52,44,79,79,73.35000000000001
62,33,41,43,47,55.023999999999994
45,93,70,71,34,76.24499999999999
84,80,69,33,97,88.468
39,86,66,97,68,86.75699999999999
79,40,77,76,92,88.674
85,81,76,57,41,82.774
63,86,79,86,54,89.634
42,64,72,97,93,89.704
65,47,100,71,37,77.916
53,86,44,36,78,72.404
82,81,92,94,43,95.43299999999999
47,86,96,58,100,94.37599999999999
50,30,40,30,30,43.82
42,59,81,52,48,68.72
61,43,97,67,38,74.513
91,66,50,36,44,69.85399999999998
70,52,89,76,61,84.757
34,74,66,55,66,71.923
83,43,42,50,68,69.636
90,68,63,79,30,80.291
70,43,81,31,31,62.324
44,90,53,60,55,73.595
52,43,36,99,37,64.982
97,56,94,64,66,91.796
35,55,65,62,99,77.071
35,69,65,54,72,71.928
37,43,68,56,95,72.92099999999999
93,33,81,70,83,87.667
89,51,64,82,30,76.874
58,45,32,98,80,76.238
81,82,33,69,36,73.249
65,76,57,76,100,91.15
97,36,34,46,39,61.28699999999999
62,73,72,96,82,93.802
80,60,68,30,74,76.012
40,81,80,62,96,87.55
31,51,71,96,68,77.258
86,54,74,72,38,78.85
91,93,97,33,85,97.22600000000001
47,32,54,78,35,59.887
57,59,39,90,52,72.31599999999999
32,57,68,48,31,57.503
39,61,44,90,61,71.87299999999999
84,97,78,36,99,96.03099999999999
98,76,97,41,81,95.73599999999999
75,80,63,35,52,74.28699999999999
39,56,52,75,72,71.65499999999999
71,85,36,64,93,85.04299999999999
86,32,95,60,48,78.14
52,100,40,82,40,76.46999999999998
34,56,52,62,73,67.531
49,65,94,64,85,87.03099999999999
80,86,47,49,50,75.969
96,48,73,76,38,80.534
75,48,58,39,83,73.826
70,90,70,67,91,94.556
46,63,41,72,51,66.499
80,63,38,80,56,77.16399999999999
62,53,57,82,35,70.345
59,34,71,35,36,57.22299999999999
50,75,65,99,65,86.24199999999999
32,73,82,46,85,77.567
67,63,67,30,93,78.009
45,84,35,80,60,74.066
49,58,99,92,52,85.26199999999999
55,62,97,94,84,95.52799999999999
43,61,99,74,96,90.948
42,81,53,46,34,62.367999999999995
57,59,97,41,56,75.541
70,51,63,49,49,68.66799999999999
